sentence,title
水晶帘动微风起，满架蔷薇一院香。,高骈《山亭夏日》
水至清则无鱼，人至察则无徒。,《汉书·传·东方朔传》
借问江潮与海水，何似君情与妾心？,白居易《浪淘沙·借问江潮与海水》
君知妾有夫，赠妾双明珠。,张籍《节妇吟·寄东平李司空师道》
商女不知亡国恨，隔江犹唱后庭花。,杜牧《泊秦淮》
相思了无益，悔当初相见。,朱彝尊《忆少年·飞花时节》
今夜月明人尽望，不知秋思落谁家。,王建《十五夜望月寄杜郎中》
连雨不知春去，一晴方觉夏深。,范成大《喜晴》
若待上林花似锦，出门俱是看花人。,杨巨源《城东早春》
一蓑烟雨任平生。,苏轼《定风波·莫听穿林打叶声》
千人之诺诺，不如一士之谔谔。,《史记·商君列传》
花褪残红青杏小。燕子飞时，绿水人家绕。,苏轼《蝶恋花·春景》
知人者智，自知者明。胜人者有力，自胜者强。,《老子·道经·第三十三章》
十步杀一人，千里不留行。,李白《侠客行》
古人学问无遗力，少壮工夫老始成。,陆游《冬夜读书示子聿》
垂死病中惊坐起，暗风吹雨入寒窗。,元稹《闻乐天授江州司马》
见贤思齐焉，见不贤而内自省也。,《论语·里仁篇》
想当年，金戈铁马，气吞万里如虎。,辛弃疾《永遇乐·京口北固亭怀古》
柳庭风静人眠昼，昼眠人静风庭柳。,苏轼《菩萨蛮·回文夏闺怨》
玩人丧德，玩物丧志。,《尚书·周书·旅獒》
但愿人长久，千里共婵娟。,苏轼《水调歌头·丙辰中秋》
江山代有才人出，各领风骚数百年。,赵翼《论诗五首·其二》
天将降大任于是人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为。,《孟子·告子章句下·第十五节》
妆罢低声问夫婿，画眉深浅入时无。,朱庆馀《近试上张籍水部 / 近试上张水部 / 闺意献张水部》
孤舟蓑笠翁，独钓寒江雪。,柳宗元《江雪》
大漠沙如雪，燕山月似钩。,李贺《马诗二十三首·其五》
试玉要烧三日满，辨材须待七年期。,白居易《放言五首·其三》
自知者不怨人，知命者不怨天；怨人者穷，怨天者无志。,《荀子·荣辱》
忽见陌头杨柳色，悔教夫婿觅封侯。,王昌龄《闺怨》
相逢一醉是前缘，风雨散、飘然何处。,苏轼《鹊桥仙·七夕》
青山隐隐水迢迢，秋尽江南草未凋。,杜牧《寄扬州韩绰判官》
若似月轮终皎洁，不辞冰雪为卿热。,纳兰性德《蝶恋花·辛苦最怜天上月》
墙角数枝梅，凌寒独自开。,王安石《梅花 / 梅》
今朝有酒今朝醉，明日愁来明日愁。,罗隐《自遣》
萧萧梧叶送寒声，江上秋风动客情。,叶绍翁《夜书所见》
多情却被无情恼，今夜还如昨夜长。,元好问《鹧鸪天·候馆灯昏雨送凉》
去年花里逢君别，今日花开已一年。,韦应物《寄李儋元锡》
长恨此身非我有，何时忘却营营。,苏轼《临江仙·夜饮东坡醒复醉》
梨花院落溶溶月，柳絮池塘淡淡风。,晏殊《无题·油壁香车不再逢》
千淘万漉虽辛苦，吹尽狂沙始到金。,刘禹锡《浪淘沙九首》
人情反复，世路崎岖。,《菜根谭·概论》
日暮苍山远，天寒白屋贫。,刘长卿《逢雪宿芙蓉山主人》
两个黄鹂鸣翠柳，一行白鹭上青天。,杜甫《绝句》
有情芍药含春泪，无力蔷薇卧晓枝。,秦观《春日》
忽如一夜春风来，千树万树梨花开。,岑参《白雪歌送武判官归京》
稻花香里说丰年。听取蛙声一片。,辛弃疾《西江月·夜行黄沙道中》
醉里挑灯看剑，梦回吹角连营。,辛弃疾《破阵子·为陈同甫赋壮词以寄之》
吾十有五而志于学，三十而立，四十而不惑，五十而知天命，六十而耳顺，七十而从心所欲，不逾矩。,《论语·为政篇》
燕子来时新社，梨花落后清明。,晏殊《破阵子·春景》
江南几度梅花发，人在天涯鬓已斑。,刘著《鹧鸪天·雪照山城玉指寒》
居逆境中，周身皆针砭药石，砥节砺行而不觉；处顺境内，眼前尽兵刃戈矛，销膏靡骨而不知。,《菜根谭·概论》
夫轻诺必寡信，多易必多难。,《老子·德经·第六十三章》
相恨不如潮有信，相思始觉海非深。,白居易《浪淘沙·借问江潮与海水》
宁为百夫长，胜作一书生。,杨炯《从军行》
小楼昨夜又东风，故国不堪回首月明中。,李煜《虞美人·春花秋月何时了》
春生、夏长、秋收、冬藏，天之正也。,《鬼谷子·持枢》
欲把西湖比西子，淡妆浓抹总相宜。,苏轼《饮湖上初晴后雨二首·其二》
身既死兮神以灵，魂魄毅兮为鬼雄。,屈原《国殇》
乱花渐欲迷人眼，浅草才能没马蹄。,白居易《钱塘湖春行》
少无适俗韵，性本爱丘山。,陶渊明《归园田居·其一》
江畔何人初见月？江月何年初照人？,张若虚《春江花月夜》
爆竹声中一岁除，春风送暖入屠苏。,王安石《元日》
浮生只合尊前老。雪满长安道。,舒亶《虞美人·寄公度》
宁不知倾城与倾国。佳人难再得。,李延年《李延年歌》
遇沉沉不语之士，且莫输心；见悻悻自好之人，应须防口。,《菜根谭·概论》
君子求诸己，小人求诸人。,《论语·卫灵公篇》
风一更，雪一更，聒碎乡心梦不成，故园无此声。,纳兰性德《长相思·山一程》
诚知此恨人人有，贫贱夫妻百事哀。,元稹《遣悲怀三首·其二》
尔曹身与名俱灭，不废江河万古流。,杜甫《戏为六绝句·其二》
南国有佳人，容华若桃李。,曹植《杂诗·南国有佳人》
天平山上白云泉，云自无心水自闲。,白居易《白云泉》
日出江花红胜火，春来江水绿如蓝。,白居易《忆江南·江南好》
楼船夜雪瓜洲渡，铁马秋风大散关。,陆游《书愤五首·其一》
世事洞明皆学问，人情练达即文章。,《红楼梦·第五回》
易求无价宝，难得有心郎。,鱼玄机《赠邻女 / 寄李亿员外》
生当作人杰，死亦为鬼雄。,李清照《夏日绝句》
春城无处不飞花，寒食东风御柳斜。,韩翃《寒食 / 寒食日即事》
迢迢牵牛星，皎皎河汉女。,佚名《迢迢牵牛星》
执手相看泪眼，竟无语凝噎。,柳永《雨霖铃·寒蝉凄切》
举杯邀明月，对影成三人。,李白《月下独酌四首·其一》
我醉欲眠卿且去，明朝有意抱琴来。,李白《山中与幽人对酌》
不畏浮云遮望眼，自缘身在最高层。,王安石《登飞来峰》
皑如山上雪，皎若云间月。,卓文君《白头吟》
天阶夜色凉如水，卧看牵牛织女星。,杜牧《秋夕》
窈窕淑女，君子好逑。,佚名《关雎》
离离原上草，一岁一枯荣。,白居易《草 / 赋得古原草送别》
疾风知劲草，板荡识诚臣。,李世民《赐萧瑀》
野旷天低树，江清月近人。,孟浩然《宿建德江》
好雨知时节，当春乃发生。,杜甫《春夜喜雨》
知者乐水，仁者乐山。,《论语·雍也篇》
人生不相见，动如参与商。,杜甫《赠卫八处士》
穷则独善其身，达则兼善天下。,《孟子·尽心章句上·第九节》
日啖荔枝三百颗，不辞长作岭南人。,苏轼《惠州一绝》
博观而约取，厚积而薄发,苏轼《稼说送张琥》
共敌不如分敌，敌阳不如敌阴。,《三十六计·围魏救赵》
欲买桂花同载酒，终不似，少年游。,刘过《唐多令·芦叶满汀洲》
梦里不知身是客，一晌贪欢。,李煜《浪淘沙令·帘外雨潺潺》
黄梅时节家家雨，青草池塘处处蛙。,赵师秀《约客 / 有约》
鸟宿池边树，僧敲月下门。,贾岛《题李凝幽居》
秋风起兮白云飞，草木黄落兮雁南归。,刘彻《秋风辞》
人弃我取，人取我与。,《史记·货殖列传》
无言独上西楼，月如钩。寂寞梧桐深院锁清秋。,李煜《相见欢·无言独上西楼》
青青园中葵，朝露待日晞。,佚名《长歌行》
此生此夜不长好，明月明年何处看。,苏轼《阳关曲 / 中秋月》
娶妻无媒毋须恨，书中有女颜如玉。,赵恒《劝学诗》
我寄愁心与明月，随君直到夜郎西。,李白《闻王昌龄左迁龙标遥有此寄》
山远天高烟水寒，相思枫叶丹。,李煜《长相思·一重山》
昆山玉碎凤凰叫，芙蓉泣露香兰笑。,李贺《李凭箜篌引》
莫道桑榆晚，为霞尚满天。,刘禹锡《酬乐天咏老见示》
九州生气恃风雷，万马齐喑究可哀。,龚自珍《己亥杂诗·其二百二十》
千里莺啼绿映红，水村山郭酒旗风。,杜牧《江南春》
青鸟不传云外信，丁香空结雨中愁。,李璟《摊破浣溪沙·手卷真珠上玉钩》
益者三友，损者三友。友直、友谅、友多闻，益矣；友便辟、友善柔、友便佞，损矣。,《论语·季氏篇》
一壶酒，一竿身，快活如侬有几人。,李煜《渔父·浪花有意千里雪》
新竹高于旧竹枝，全凭老干为扶持。,郑燮《新竹》
毕竟西湖六月中，风光不与四时同。,杨万里《晓出净慈寺送林子方》
西塞山前白鹭飞，桃花流水鳜鱼肥。,张志和《渔歌子·西塞山前白鹭飞》
江流天地外，山色有无中。,王维《汉江临泛 / 汉江临眺》
黄河远上白云间，一片孤城万仞山。,王之涣《凉州词二首·其一》
恨君不似江楼月，南北东西，南北东西，只有相随无别离。,吕本中《采桑子·恨君不似江楼月》
有三秋桂子，十里荷花。,柳永《望海潮·东南形胜》
唯有门前镜湖水，春风不改旧时波。,贺知章《回乡偶书二首》
日色欲尽花含烟，月明欲素愁不眠。,李白《长相思·其二》
恰同学少年，风华正茂；书生意气，挥斥方遒。,毛泽东《沁园春·长沙》
漠漠水田飞白鹭，阴阴夏木啭黄鹂。,王维《积雨辋川庄作 / 秋归辋川庄作》
山中何事？松花酿酒，春水煎茶。,张可久《人月圆·山中书事》
相思相望不相亲，天为谁春。,纳兰性德《画堂春·一生一代一双人》
来如风雨，去似微尘。,《增广贤文·上集》
但使龙城飞将在，不教胡马度阴山。,王昌龄《出塞二首》
人生天地间，忽如远行客。,佚名《青青陵上柏》
诗酒趁年华。,苏轼《望江南·超然台作》
山不在高，有仙则名。水不在深，有龙则灵。,刘禹锡《陋室铭》
君子坦荡荡，小人长戚戚。,《论语·述而篇》
平生不下泪，于此泣无穷。,李白《江夏别宋之悌》
操千曲而后晓声，观千剑而后识器。,《文心雕龙·知音》
黑云翻墨未遮山，白雨跳珠乱入船。,苏轼《六月二十七日望湖楼醉书》
功名万里外，心事一杯中。,高适《送李侍御赴安西》
中秋谁与共孤光。把盏凄然北望。,苏轼《西江月·世事一场大梦》
胜日寻芳泗水滨，无边光景一时新。,朱熹《春日》
庭前落尽梧桐，水边开彻芙蓉。,朱庭玉《天净沙·秋》
情人怨遥夜，竟夕起相思。,张九龄《望月怀远》
昔我往矣，杨柳依依。,佚名《采薇》
谁道人生无再少？门前流水尚能西！休将白发唱黄鸡。,苏轼《浣溪沙·游蕲水清泉寺》
相看两不厌，只有敬亭山。,李白《独坐敬亭山》
老夫聊发少年狂，左牵黄，右擎苍，锦帽貂裘，千骑卷平冈。,苏轼《江城子·密州出猎》
青海长云暗雪山，孤城遥望玉门关。,王昌龄《从军行七首·其四》
一片春愁待酒浇。江上舟摇，楼上帘招。,蒋捷《一剪梅·舟过吴江》
相见争如不见，多情何似无情。,司马光《西江月·宝髻松松挽就》
人生得意须尽欢，莫使金樽空对月。,李白《将进酒》
人情似纸张张薄，世事如棋局局新。,《增广贤文·上集》
蒹葭苍苍，白露为霜。,佚名《蒹葭》
不茶不饭，不言不语，一味供他憔悴。,蜀妓《鹊桥仙·说盟说誓》
停车坐爱枫林晚，霜叶红于二月花。,杜牧《山行》
鸟之将死，其鸣也哀；人之将死，其言也善。,《论语·泰伯篇》
文章做到极处，无有他奇，只是恰好；人品做到极处，无有他异，只是本然。,《菜根谭·概论》
山随平野尽，江入大荒流。,李白《渡荆门送别》
乱山残雪夜，孤烛异乡人。,崔涂《除夜 / 巴山道中除夜书怀 / 除夜有怀》
可怜无定河边骨，犹是春闺梦里人。,陈陶《陇西行四首》
一寸柔肠情几许？薄衾孤枕，梦回人静，彻晓潇潇雨。,惠洪《青玉案·丝槐烟柳长亭路》
路漫漫其修远兮，吾将上下而求索。,屈原《离骚》
莫笑贱贫夸富贵，共成枯骨两何如？,白居易《放言五首·其四》
舞低杨柳楼心月，歌尽桃花扇底风。,晏几道《鹧鸪天·彩袖殷勤捧玉钟》
当断不断，反受其乱。,《史记·齐悼惠王世家》
造物无言却有情，每于寒尽觉春生。,张维屏《新雷》
孤灯不明思欲绝，卷帷望月空长叹。,李白《长相思·其一》
感时花溅泪，恨别鸟惊心。,杜甫《春望》
银烛秋光冷画屏，轻罗小扇扑流萤。,杜牧《秋夕》
云母屏风烛影深，长河渐落晓星沉。,李商隐《嫦娥》
飒飒东风细雨来，芙蓉塘外有轻雷。,李商隐《无题·飒飒东风细雨来》
夫严家无悍虏，而慈母有败子。,《韩非子·显学》
墙里秋千墙外道。墙外行人，墙里佳人笑。,苏轼《蝶恋花·春景》
一朵芙蕖，开过尚盈盈。,苏轼《江神子·江景》
人生一世，草长一春。,《增广贤文·上集》
金阙晓钟开万户，玉阶仙仗拥千官。,岑参《奉和中书舍人贾至早朝大明宫》
虽有嘉肴，弗食，不知其旨也；虽有至道，弗学，不知其善也。,戴圣《虽有嘉肴》
垂杨紫陌洛城东。,欧阳修《浪淘沙·把酒祝东风》
好梦欲成还又觉，绿窗但觉莺啼晓。,施耐庵《蝶恋花·一别家山音信杳》
江南春尽离肠断，苹满汀洲人未归。,寇准《江南春·波渺渺》
十里长街市井连，月明桥上看神仙。,张祜《纵游淮南》
上智不教而成，下愚虽教无益，中庸之人，不教不知也。,《颜氏家训·教子篇》
高田如楼梯，平田如棋局。,杨慎《出郊》
玉楼深锁薄情种。清夜悠悠谁共。,秦观《桃源忆故人·玉楼深锁薄情种》
名无细而不闻，行无隐而不彰。,《列女传·节义传·周主忠妾》
黄昏庭院柳啼鸦，记得那人，和月折梨花。,陈亮《虞美人·东风荡飏轻云缕》
明年岂无年，心事恐蹉跎。,苏轼《守岁》
凭阑半日独无言，依旧竹声新月似当年。,李煜《虞美人·风回小院庭芜绿》
日出扶桑一丈高，人间万事细如毛。,刘叉《偶书》
生生死死，非物非我，皆命也，智之所无柰何。,《列子·力命》
放眼暮江千顷，中有离愁万斛，无处落征鸿。,杨炎正《水调歌头·把酒对斜日》
尽信书，则不如无书。,《孟子·尽心章句下·第三节》
妇人依倚子与夫，同居贫贱心亦舒。,张籍《征妇怨》
墙角数枝梅，凌寒独自开。,王安石《梅花 / 梅》
等闲妨了绣功夫，笑问鸳鸯两字怎生书？,欧阳修《南歌子·凤髻金泥带》
一番荷芰生池沼，槛前风送馨香。,尹鹗《临江仙·一番荷芰生池沼》
日月光华，旦复旦兮。,佚名《卿云歌》
木兰花在，山僧试问，知为谁开？,徐再思《人月圆·甘露怀古》
学如不及，犹恐失之。,《论语·泰伯篇》
聪明了一世，憎懂在一时。,《警世通言·卷三》
学而时习之，不亦说乎？,佚名《论语十则》
四顾山光接水光，凭栏十里芰荷香。,黄庭坚《鄂州南楼书事》
星点点，月团团。倒流河汉入杯盘。,刘著《鹧鸪天·雪照山城玉指寒》
自去自来堂上燕，相亲相近水中鸥。,杜甫《江村》
为谁醉倒为谁醒，到今犹恨轻离别。,吕本中《踏莎行·雪似梅花》
七月流火，九月授衣。,佚名《七月》
作人无一点真恳的念头，便成个花子，事事皆虚,《菜根谭·概论》
谁言寸草心，报得三春晖。,孟郊《游子吟 / 迎母漂上作》
莲子已成荷叶老。青露洗、蘋花汀草。,李清照《怨王孙·湖上风来波浩渺》
一畦春韭绿，十里稻花香。,曹雪芹《菱荇鹅儿水》
茶有九难：一曰造，二曰别，三曰器，四曰火，五曰水，六曰炙，七曰末，八曰煮，九曰饮。,《茶经·六之饮》
云霞出海曙，梅柳渡江春。,杜审言《和晋陵陆丞早春游望》
采莲南塘秋，莲花过人头。,佚名《西洲曲》
腹中贮书一万卷，不肯低头在草莽。,李颀《送陈章甫》
雨荒深院菊，霜倒半池莲。,杜甫《宿赞公房》
怒涛卷霜雪，天堑无涯。,柳永《望海潮·东南形胜》
别来不寄一行书。寻常相见了，犹道不如初。,晁冲之《临江仙·忆昔西池池上饮》
碛里征人三十万，一时回向月明看。,李益《从军北征》
慎终如始，则无败事。,《老子·德经·第六十四章》
天下有道则见，无道则隐。,《论语·泰伯篇》
欲待曲终寻问取，人不见，数峰青。,苏轼《江城子·江景》
人生莫作妇人身，百年苦乐由他人。,白居易《太行路》
大智兴邦，不过集众思；大愚误国，只为好自用。,《格言联璧·从政类》
為学日益，為道日损。损之又损，以至於无為。,《老子·德经·第四十八章》
美人如花隔云端。,李白《长相思三首》
临下以简，御众以宽；罚弗及嗣，赏延于世。,《尚书·虞书·大禹谟》
碧玉妆成一树高，万条垂下绿丝绦。,贺知章《咏柳 / 柳枝词》
肌肤若冰雪，淖约若处子；不食五谷，吸风饮露；乘云气，御飞龙，而游乎四海之外,《庄子·内篇·逍遥游》
蹞步而不休，跛鳖千里；累土而不辍，丘山崇成。,《荀子·修身》
关山别荡子，风月守空闺。,薛道衡《昔昔盐》
四望际天空阔，一叶凌涛掀舞，壮志未消磨。,李处全《水调歌头·冒大风渡沙子》
巧言令色，鲜矣仁。,《论语·学而篇》
休对故人思故国，且将新火试新茶。,苏轼《望江南·超然台作》
满目山河空念远，落花风雨更伤春，不如怜取眼前人。,晏殊《浣溪沙·一向年光有限身》
山暝闻猿愁，沧江急夜流。,孟浩然《宿桐庐江寄广陵旧游》
四十年来家国，三千里地山河。,李煜《破阵子·四十年来家国》
为报倾城随太守，亲射虎，看孙郎。,苏轼《江城子·密州出猎》
众口铄金，积毁销骨。,《史记·张仪列传》
不患无位，患所以立。不患莫己知，求为可知也。,《论语·里仁篇》
知者乐水，仁者乐山。,《论语·雍也篇》
人一能之，己百之。人十能之，己千之。,《中庸·第二十章》
不是花中偏爱菊，此花开尽更无花。,元稹《菊花》
愁云淡淡雨潇潇。暮暮复朝朝。,石孝友《眼儿媚·愁云淡淡雨潇潇》
语言多矫饰，则人品心术，尽属可疑。,《围炉夜话·第四十则》
酒贱常愁客少，月明多被云妨。,苏轼《西江月·世事一场大梦》
苟日新，日日新，又日新。,《大学·第三章》
强中自有强中手，用诈还逢识诈人。,《三国演义·第十七回》
争渡，争渡，惊起一滩鸥鹭。,李清照《如梦令·常记溪亭日暮》
养弟子如养闺女，最要严出入，谨交游。,《菜根谭·概论》
衙斋卧听萧萧竹，疑是民间疾苦声。,郑燮《潍县署中画竹呈年伯包大中丞括 / 墨竹图题诗》
岸容待腊将舒柳，山意冲寒欲放梅。,杜甫《小至》
家临九江水，来去九江侧。,崔颢《长干行·家临九江水》
夫孝，百行之冠，众善之始也。,《后汉书·列传·刘赵淳于江刘周赵列传》
意少一字则义阙，句长一言则辞妨,《文心雕龙·书记》
一陂春水绕花身，花影妖娆各占春。,王安石《北陂杏花》
老翁逾墙走，老妇出门看。,杜甫《石壕吏》
蜂儿不解知人苦，燕儿不解说人愁。,程垓《最高楼·旧时心事》
若言琴上有琴声，放在匣中何不鸣？,苏轼《琴诗》
且看欲尽花经眼，莫厌伤多酒入唇。,杜甫《曲江二首》
想到他日是那样下场，则可以发愤矣。,《围炉夜话·第三六则》
那里是清江江上村，香闺里冷落谁瞅问？好一个憔悴的凭栏人。,关汉卿《大德歌·冬》
我亦飘零久！,顾贞观《金缕曲二首》
尘劳迥脱事非常，紧把绳头做一场。,黄蘖禅师《上堂开示颂》
秋菊有佳色，裛露掇其英。,陶渊明《饮酒·其四》
天不老，情难绝。,张先《千秋岁·数声鶗鴂》
又送王孙去，萋萋满别情。,白居易《草 / 赋得古原草送别》
万里归船弄长笛，此心吾与白鸥盟。,黄庭坚《登快阁》
楚江微雨里，建业暮钟时。,韦应物《赋得暮雨送李胄 / 赋得暮雨送李曹》
外举不避仇，内举不避子。,《韩非子·外储说左下》
兔从狗窦入，雉从梁上飞。,佚名《十五从军征》
野老与人争席罢，海鸥何事更相疑。,王维《积雨辋川庄作 / 秋归辋川庄作》
锦江春色来天地，玉垒浮云变古今。,杜甫《登楼》
不如饮美酒，被服纨与素。,佚名《驱车上东门》
四时有不谢之花，八节有长青之草。,《镜花缘·第一回》
人以愚虞圣，我以不愚虞圣；人以奇期圣，我以不奇期圣。,《阴符经·下篇》
可怜身是眼中人。,王国维《浣溪沙·山寺微茫背夕曛》
楼船夜雪瓜洲渡，铁马秋风大散关。,陆游《书愤五首·其一》
一枕新愁，残夜花香月满楼。,项鸿祚《减字木兰花·春夜闻隔墙歌吹声》
丈夫处世兮立功名；立功名兮慰平生。慰平生兮吾将醉；吾将醉兮发狂吟！,《三国演义·第四十五回》
初闻征雁已无蝉，百尺楼高水接天。,李商隐《霜月》
昔去雪如花，今来花似雪。,范云《别诗》
马毛带雪汗气蒸，五花连钱旋作冰，幕中草檄砚水凝。,岑参《走马川行奉送出师西征 / 走马川行奉送封大夫出师西征》
不知何处吹芦管，一夜征人尽望乡。,李益《夜上受降城闻笛》
三年羁旅客，今日又南冠。,夏完淳《别云间》
水至清则无鱼，人至察则无徒。,《汉书·传·东方朔传》
饮马长城窟，水寒伤马骨。,陈琳《饮马长城窟行》
屋漏在上，知之在下。,《梁书·本纪·卷三》
百里不贩樵，千里不贩籴。,《史记·七十列传·货殖列传》
臣闻：求木之长者，必固其根本；欲流之远者，必浚其泉源；思国之安者，必积其德义。,魏征《谏太宗十思疏》
红笺小字。,晏殊《清平乐·红笺小字》
一看肠一断，好去莫回头。,白居易《南浦别》
欲为圣明除弊事，肯将衰朽惜残年。,韩愈《左迁至蓝关示侄孙湘》
时人不识凌云木，直待凌云始道高。,杜荀鹤《小松》
柳条百尺拂银塘，且莫深青只浅黄。,杨万里《新柳》
从军行，军行万里出龙庭，单于渭桥今已拜，将军何处觅功名。,卢思道《从军行》
我是清都山水郎，天教分付与疏狂。,朱敦儒《鹧鸪天·西都作》
沾衣欲湿杏花雨，吹面不寒杨柳风。,志南《绝句》
素富贵，行乎富贵；素贫贱，行乎贫贱；素夷狄，行乎夷狄；素患难，行乎患难。君子无入而不自得焉。,《中庸·第十四章》
前虑不定，后有大患。,《史记·苏秦列传》
且就洞庭赊月色，将船买酒白云边。,李白《游洞庭湖五首·其二》
将不可骄，骄则失礼，失礼则人离，人离则众判。,《将苑·卷一·将骄吝》
香雾云鬟湿，清辉玉臂寒。,杜甫《月夜》
春梦随云散，飞花逐水流，寄言众儿女，何必觅闲愁。,《红楼梦·第五回》
归时休放烛光红，待踏马蹄清夜月。,李煜《木兰花·晓妆初了明肌雪》
竹喧归浣女，莲动下渔舟。,王维《山居秋暝》
独出前门望野田，月明荞麦花如雪。,白居易《村夜》
明月照积雪，朔风劲且哀。,谢灵运《岁暮》
一声而非，驷马勿追，一言而急，驷马不及。,《邓析子·转辞》
正是江南好风景，落花时节又逢君。,杜甫《江南逢李龟年》
无穷无尽是离愁，天涯地角寻思遍。,晏殊《踏莎行·祖席离歌》
路人借问遥招手，怕得鱼惊不应人。,胡令能《小儿垂钓》
一曲危弦断客肠。津桥捩柂转牙樯。,严仁《鹧鸪天·惜别》
桂林之一枝，昆山之片玉。,《晋书·列传·第二十二章》
托身白刃里，杀人红尘中。,李白《赠从兄襄阳少府皓》
得欢当作乐，斗酒聚比邻。,陶渊明《杂诗·人生无根蒂》
风里落花谁是主？思悠悠。,李璟《摊破浣溪沙·手卷真珠上玉钩》
那双眼睛，如秋水，如寒星，如宝珠，如白水银里头养着两丸黑水银,《老残游记·第二回》
玉骨那愁瘴雾，冰姿自有仙风。,苏轼《西江月·梅花》
长者梢，深者底。,《元史·列传·卷二》
昔看黄菊与君别，今听玄蝉我却回。,刘禹锡《始闻秋风》
自重者然后人重，人轻者便是自轻。,《增广贤文·下集》
平生不会相思，才会相思，便害相思。,徐再思《折桂令·春情》
何事吟余忽惆怅，村桥原树似吾乡。,王禹偁《村行·马穿山径菊初黄》
白发戴花君莫笑，六幺催拍盏频传。,欧阳修《浣溪沙·堤上游人逐画船》
晚日寒鸦一片愁。柳塘新绿却温柔。,辛弃疾《鹧鸪天·晚日寒鸦一片愁》
梦里依稀慈母泪，城头变幻大王旗。,鲁迅《惯于长夜过春时》
贵出如粪土，贱取如珠玉。,《史记·货殖列传》
越女新妆出镜心，自知明艳更沉吟。,张籍《酬朱庆馀》
十二门前融冷光，二十三丝动紫皇。,李贺《李凭箜篌引》
水为地险，酒为人险。,《日知录·卷二十八》
露浓花瘦，薄汗轻衣透。,李清照《点绛唇·蹴罢秋千》
烟霏霏。雪霏霏。雪向梅花枝上堆。,吴淑姬《长相思令·烟霏霏》
老夫心与游人异，不羡神仙羡少年。,袁枚《湖上杂诗》
清溪流过碧山头，空水澄鲜一色秋。,朱熹《秋月》
事在四方，要在中央。,《韩非子·扬权》
余霞散成绮，澄江静如练。,谢朓《晚登三山还望京邑》
长安古道马迟迟，高柳乱蝉嘶。,柳永《少年游·长安古道马迟迟》
话须通俗方传远，语必关风始动人。,《警世通言·卷十二》
落花水香茅舍晚，断桥头卖鱼人散。,马致远《寿阳曲·远浦帆归》
