sentence,title
松下问童子，言师采药去。,贾岛《寻隐者不遇 / 孙革访羊尊师诗》
梧桐半死清霜后，头白鸳鸯失伴飞。,贺铸《半死桐·重过阊门万事非》
万物并育而不相害。道并行而不相悖。,《中庸·第三十章》
举大事，必慎其终始,《礼记·文王世子》
天与火，同人；君子以类族辨物。,《易传·象传上·同人》
青山相待，白云相爱，梦不到紫罗袍共黄金带。,宋方壶《山坡羊·道情》
春日迟迟，卉木萋萋。,佚名《出车》
云物凄凉拂曙流，汉家宫阙动高秋。,赵嘏《长安晚秋 / 秋望 / 秋夕》
人不可貌相，海水不可斗量。,《醒世恒言·卷三》
灯火纸窗修竹里，读书声。,陈继儒《浣溪沙·初夏夜饮归》
秋丛绕舍似陶家，遍绕篱边日渐斜。,元稹《菊花》
今人不见古时月，今月曾经照古人。,李白《把酒问月·故人贾淳令予问之》
至今窥牧马，不敢过临洮。,西鄙人《哥舒歌》
但用东山谢安石，为君谈笑净胡沙。,李白《永王东巡歌十一首》
信，国之宝也，民之所庇也,《左传·僖公·僖公二十五年》
君子耻不修，不耻见污。,《荀子·非十二子》
燎沉香，消溽暑。,周邦彦《苏幕遮·燎沉香》
大江东去，浪淘尽，千古风流人物。,苏轼《念奴娇·赤壁怀古》
千尺阴崖尘不到，惟有层冰积雪。,辛弃疾《贺新郎·用前韵送杜叔高》
蓄疑败谋，怠忽荒政,《尚书·周书·周官》
朝来嗔寂寞，不肯试新衣。,《喻世明言·卷一》
有谁知我此时情，枕前泪共阶前雨，隔个窗儿滴到明。,聂胜琼《鹧鸪天·别情》
为问山翁何事，坐看流年轻度，拚却鬓双华。,叶梦得《水调歌头·秋色渐将晚》
纵我不往，子宁不嗣音？,佚名《子衿》
雨过横塘水满堤，乱山高下路东西。,曾巩《城南·雨过横塘水满堤》
渔阳鼙鼓动地来，惊破霓裳羽衣曲。,白居易《长恨歌》
法莫如显，而术不欲见。,《韩非子·难三》
朱弦已为佳人绝，青眼聊因美酒横。,黄庭坚《登快阁》
贾生年少虚垂泪，王粲春来更远游。,李商隐《安定城楼》
不逆命，何羡寿？不矜贵，何羡名？不要势，何羡位？不贪富，何羡货？,《列子·杨朱》
解落三秋叶，能开二月花。,李峤《风》
春色三分，二分尘土，一分流水。,苏轼《水龙吟·次韵章质夫杨花词》
不惜歌者苦，但伤知音稀。,佚名《西北有高楼》
眼孔浅时无大量，心田偏处有奸谋。,《醒世恒言·卷一》
匈奴未灭不言家，驱逐行行边徼赊。,李昂《从军行》
至近至远东西，至深至浅清溪。,李冶《八至》
恰似一江春水向东流。,李煜《虞美人·春花秋月何时了》
一苗露水一苗草，一朝天子一朝臣。,《增广贤文·下集》
义胆包天，忠肝盖地，四海无人识。,施耐庵《念奴娇·天南地北》
时难年荒世业空，弟兄羁旅各西东。,白居易《望月有感》
一声而非，驷马勿追，一言而急，驷马不及。,《邓析子·转辞》
晴日暖风生麦气，绿阴幽草胜花时。,王安石《初夏即事》
遇酒且呵呵，人生能几何！,韦庄《菩萨蛮·劝君今夜须沈醉》
凫胫虽短，续之则忧；鹤胫虽长，断之则悲。,《庄子·外篇·骈拇》
老来情味减，对别酒，怯流年。,辛弃疾《木兰花慢·滁州送范倅》
入则无法家拂士，出则无敌国外患者，国恒亡。,孟子及其弟子《生于忧患，死于安乐》
每见寒士将达，必有一段谦光可掬。,《了凡四训·谦德之效》
渡江天马南来，几人真是经纶手。,辛弃疾《水龙吟·甲辰岁寿韩南涧尚书》
朝真暮伪何人辨，古往今来底事无。,白居易《放言五首·其一》
人有不虞之誉，有求全之毁。,《孟子·离娄章句上·第二十一节》
漠漠水田飞白鹭，阴阴夏木啭黄鹂。,王维《积雨辋川庄作 / 秋归辋川庄作》
锁离愁，连绵无际，来时陌上初熏。,韩缜《凤箫吟·锁离愁》
休去倚危栏，斜阳正在，烟柳断肠处。,辛弃疾《摸鱼儿·更能消几番风雨》
车遥遥兮马洋洋，追思君兮不可忘。,傅玄《车遥遥篇》
持节云中，何日遣冯唐？,苏轼《江城子·密州出猎》
沧浪之水清兮，可以濯我缨；沧浪之水浊兮，可以濯我足。,佚名《沧浪歌》
谁知盘中餐，粒粒皆辛苦？,李绅《古风二首 / 悯农二首》
遥知独听灯前雨，转忆同看雪后山。,纳兰性德《于中好·送梁汾南还为题小影》
晴空一鹤排云上，便引诗情到碧霄。,刘禹锡《秋词》
相寻梦里路，飞雨落花中。,晏几道《临江仙·斗草阶前初见》
无我原非你，从他不解伊。,《红楼梦·第二十二回》
有无相生，难易相成，长短相形，高下相倾，音声相和，前后相随。,《老子·道经·第二章》
满腹诗书漫古今，频年流落易伤心。,宇文虚中《在金日作·选二》
重重叠叠上瑶台，几度呼童扫不开。,苏轼《花影》
子治世之能臣，乱世之奸雄也。,《三国演义·第一回》
雨足高田白，披蓑半夜耕。,崔道融《田上》
人生自古谁无死？留取丹心照汗青。,文天祥《过零丁洋》
梦回人远许多愁，只在梨花风雨处。,辛弃疾《玉楼春·风前欲劝春光住》
一切福田，不离方寸；从心而觅，感无不通。,《了凡四训·立命之学》
庭院深深深几许，云窗雾阁春迟。,李清照《临江仙·梅》
日暮乡关何处是？烟波江上使人愁。,崔颢《黄鹤楼 / 登黄鹤楼》
量大祸不在，机深祸亦深。,《增广贤文·下集》
河海不择细流，故能就其深；,李斯《谏逐客书》
大丈夫处世，当埽除天下,《后汉书·列传·陈王列传》
断无蜂蝶慕幽香，红衣脱尽芳心苦。,贺铸《芳心苦·杨柳回塘》
寒随一夜去，春逐五更来。,史青《应诏赋得除夜》
漫惹炉烟双袖紫，空将酒晕一衫青。,纳兰性德《浣溪沙·伏雨朝寒愁不胜》
春风不解禁杨花，蒙蒙乱扑行人面。,晏殊《踏莎行·小径红稀》
青梅如豆柳如眉，日长蝴蝶飞。,欧阳修《阮郎归·南园春半踏青时》
春江花朝秋月夜，往往取酒还独倾。,白居易《琵琶行 / 琵琶引》
望处雨收云断，凭阑悄悄，目送秋光。,柳永《玉蝴蝶·望处雨收云断》
一树春风千万枝，嫩于金色软于丝。,白居易《杨柳枝词》
发短愁催白，颜衰酒借红。,陈师道《除夜对酒赠少章》
却下水晶帘，玲珑望秋月。,李白《玉阶怨》
青天有月来几时？我今停杯一问之。,李白《把酒问月·故人贾淳令予问之》
朝闻游子唱离歌，昨夜微霜初渡河。,李颀《送魏万之京》
东风夜放花千树，更吹落，星如雨。,辛弃疾《青玉案·元夕》
斜倚画阑娇不语，暗移梅影过红桥，裙带北风飘。,纳兰性德《望江南·咏弦月》
脚著谢公屐，身登青云梯。,李白《梦游天姥吟留别 / 梦游天姥山别东鲁诸公》
仁者如射，射者正己而后发。发而不中，不怨胜己者，反求诸己而已矣。,《孟子·公孙丑章句上·第七节》
玉碗冰寒滴露华，粉融香雪透轻纱。,晏殊《浣溪沙·玉碗冰寒滴露华》
平生不做皱眉事，世上应无切齿人。,《增广贤文·上集》
中庭月色正清明，无数杨花过无影。,张先《木兰花·乙卯吴兴寒食》
雨足高田白，披蓑半夜耕。,崔道融《田上》
不见南师久，谩说北群空。,陈亮《水调歌头·送章德茂大卿使虏》
祸福将至，善必先知之；不善，必先知之。故至诚如神。,《中庸·第二十四章》
万里赴戎机，关山度若飞。,佚名《木兰诗 / 木兰辞》
合意客来心不厌，知音人听话偏长。,《警世通言·卷一》
远去不逢青海马，力穷难拔蜀山蛇。,李商隐《咏史二首·其二》
纵死侠骨香，不惭世上英。,李白《侠客行》
桂花香雾冷，梧叶西风影。,高观国《菩萨蛮·何须急管吹云暝》
情欲意识，尽属妄心消杀得，妄心尽而后真心现。,《菜根谭·概论》
行路难，不在水，不在山，只在人情反覆间。,白居易《太行路》
阳春布德泽，万物生光辉。,佚名《长歌行》
角声满天秋色里，塞上燕脂凝夜紫。,李贺《雁门太守行》
静胜躁，寒胜热。清静為天下正。,《老子·德经·第四十五章》
其安易持，其未兆易谋；其脆易泮，其微易散。为之于未有，治之于未乱。,《老子·德经·第六十四章》
暖风熏得游人醉，直把杭州作汴州。,林升《题临安邸》
事以密成，语以泄败。,《韩非子·说难》
相思一夜窗前梦，奈个人、水隔天遮。,王沂孙《高阳台·和周草窗寄越中诸友韵》
江湖多风波，舟楫恐失坠。,杜甫《梦李白二首·其二》
永夜角声悲自语，中天月色好谁看。,杜甫《宿府》
凭高眺远，见长空万里，云无留迹。,苏轼《念奴娇·中秋》
古之君子，过则改之。,《孟子·公孙丑章句下·第九节》
正其末者端其本，善其后者慎其先。,《晋书·列传·第二十五章》
过尽千帆皆不是，斜晖脉脉水悠悠。,温庭筠《望江南·梳洗罢》
君子安礼乐利，谨慎而无斗怒，是以百举而不过也。,《荀子·臣道》
信，国之宝也，民之所庇也,《左传·僖公·僖公二十五年》
可怜身上衣正单，心忧炭贱愿天寒。,白居易《卖炭翁》
菊暗荷枯一夜霜。新苞绿叶照林光。,苏轼《浣溪沙·咏橘》
垂緌饮清露，流响出疏桐。,虞世南《蝉》
余霞散成绮，澄江静如练。,谢朓《晚登三山还望京邑》
试上超然台上看，半壕春水一城花。,苏轼《望江南·超然台作》
世间行乐亦如此，古来万事东流水。,李白《梦游天姥吟留别 / 别东鲁诸公》
迢递高城百尺楼，绿杨枝外尽汀洲。,李商隐《安定城楼》
归志宁无五亩园，读书本意在元元。,陆游《读书》
狡兔尽则良犬烹，敌国灭则谋臣亡。,《韩非子·内储说下六微》
是谓是，非谓非，曰直。,《荀子·修身》
众芳摇落独暄妍，占尽风情向小园。,林逋《山园小梅二首》
当局称迷，傍观见审,《旧唐书·列传·卷五十二》
大丈夫当雄飞，安能雌伏！,《后汉书·列传·宣张二王杜郭吴承郑赵列传》
古之人，得志，泽加于民；不得志，修身见于世。穷则独善其身，达则兼善天下。,《孟子·尽心章句上·第九节》
尘中见月心亦闲，况是清秋仙府间。,刘禹锡《八月十五夜桃源玩月》
十五入汉宫，花颜笑春红。,李白《怨歌行》
先天下之忧而忧，后天下之乐而乐,范仲淹《岳阳楼记》
信言不美，美言不信。善者不辩，辩者不善。知者不博，博者不知。,《老子·德经·第八十一章》
无情有恨何人见，露压烟啼千万枝。,李贺《昌谷北园新笋四首》
明犯强汉者，虽远必诛。,《汉书·传·傅常郑甘陈段传》
四十年来家国，三千里地山河。,李煜《破阵子·四十年来家国》
丈夫不能再辱。,《汉书·传·李广苏建传》
花时同醉破春愁，醉折花枝作酒筹。,白居易《同李十一醉忆元九》
黄昏独倚朱阑。西南新月眉弯。,冯延巳《清平乐·雨晴烟晚》
一剑横空，飞过洞庭，又为此来。,刘过《沁园春·卢蒲江席上时有新第宗室》
青鸟不传云外信，丁香空结雨中愁。,李璟《摊破浣溪沙·手卷真珠上玉钩》
粗缯大布裹生涯，腹有诗书气自华。,苏轼《和董传留别》
若是前生未有缘，待重结、来生愿。,乐婉《卜算子·答施》
有谁知我此时情，枕前泪共阶前雨，隔个窗儿滴到明。,聂胜琼《鹧鸪天·别情》
自是寻春去校迟，不须惆怅怨芳时。,杜牧《叹花 / 怅诗》
江阔云低、断雁叫西风。,蒋捷《虞美人·听雨》
饰美于外者，必其中无所有。,《围炉夜话·第一八八则》
劝君不用分明语，语得分明出转难。,罗隐《鹦鹉》
飞龙御天，故资云雨之势；帝王兴运，必俟股肱之力。,《晋书·列传·第三十五章》
不以求备取人，不以己长格物，随能收叙，无隔疏贱。,《贞观政要·卷二·论任贤》
兵者，国之大事，死生之地，存亡之道，不可不察也。,《孙子兵法·始计篇》
心者修裔之根，未有根不植而枝叶荣茂者。,《菜根谭·概论》
我欲乘风归去，又恐琼楼玉宇，高处不胜寒。,苏轼《水调歌头·明月几时有》
乐游原上清秋节，咸阳古道音尘绝。,李白《忆秦娥·箫声咽》
季子正年少，匹马黑貂裘。,辛弃疾《水调歌头·舟次扬州和人韵》
门外子规啼未休，山村落日梦悠悠。,陈与义《送人归京师》
秦王扫六合，虎视何雄哉！,李白《古风·秦王扫六合》
群峭碧摩天，逍遥不记年。,李白《寻雍尊师隐居》
敌未灭，何以家为？,《宋史·列传·卷一百二十四》
鉴於水者见面之容，鉴於人者知吉与凶,《史记·七十列传·范睢蔡泽列传》
汉家烟尘在东北，汉将辞家破残贼。,高适《燕歌行》
借问梅花何处落，风吹一夜满关山。,高适《塞上听吹笛》
留人不住，醉解兰舟去。,晏几道《清平乐·留人不住》
衣懒换，酒难赊。可怜此夕看梅花。,吴文英《思佳客·癸卯除夜》
爱人利人者，天必福之；恶人贼人者，天必祸之。,《墨子·04章 法仪》
少年不识愁滋味，爱上层楼。,辛弃疾《丑奴儿·书博山道中壁》
修身者，智之府也；爱施者，仁之端也；取予者，义之符也；耻辱者，勇之决也；立名者，行之极也,《汉书·传·司马迁传》
投我以桃，报之以李。,佚名《抑》
千万恨，恨极在天涯。,温庭筠《梦江南·千万恨》
枝间新绿一重重， 小蕾深藏数点红。,元好问《同儿辈赋未开海棠》
望云惭高鸟，临水愧游鱼。,陶渊明《始作镇军参军经曲阿作》
惶恐滩头说惶恐，零丁洋里叹零丁。,文天祥《过零丁洋》
执法如山，守身如玉，爱民如子，去蠹如仇。,《格言联璧·从政类》
满则虑嗛，平则虑险，安则虑危,《荀子·仲尼》
日日思君不见君，共饮长江水。,李之仪《卜算子·我住长江头》
众里寻他千百度，蓦然回首，那人却在，灯火阑珊处。,辛弃疾《青玉案·元夕》
十五好剑术，遍干诸侯。,李白《与韩荆州书》
酌酒以自宽，举杯断绝歌路难。,鲍照《拟行路难·其四》
欲治身，先治心；欲责人，先责己。,《元史·列传·卷二》
非淡泊无以明志，非宁静无以致远。,诸葛亮《诫子书》
人人亲其亲，长其长，而天下平。,《孟子·离娄章句上·第十一节》
自是寻春去校迟，不须惆怅怨芳时。,杜牧《叹花 / 怅诗》
梦回人远许多愁，只在梨花风雨处。,辛弃疾《玉楼春·风前欲劝春光住》
一张一弛，文武之道,《礼记·杂记下》
经目之事，犹恐未真；背后之言，岂能全信？,《水浒传·第二十六回》
黄昏院落，凄凄惶惶，酒醒时往事愁肠。,李清照《行香子·天与秋光》
会稽愚妇轻买臣，余亦辞家西入秦。,李白《南陵别儿童入京》
君子和而不流；强哉矫。中立而不倚；强哉矫。国有道，不变塞焉；强哉矫。国无道，至死不变；强哉矫。,《中庸·第十章》
罗幕轻寒，燕子双飞去。,晏殊《蝶恋花·槛菊愁烟兰泣露》
游人不管春将老，来往亭前踏落花。,欧阳修《丰乐亭游春·其三》
千里澄江似练，翠峰如簇。,王安石《桂枝香·登临送目》
己不自信，何以信于人？,《明史·列传·卷四十九》
君子耻其言而过其行。,《论语·宪问篇》
漫漫秋夜长，烈烈北风凉。,曹丕《杂诗二首》
黄云连白草，万里有无间。,王镃《塞上曲》
水至清则无鱼，人太急则无智。,《增广贤文·上集》
先行其言而后从之。,《论语·为政篇》
天行有常，不以尧存，不以桀亡。应之以治则吉，应之以乱则凶。,《荀子·天论》
德不优者，不能怀远，才不大者，不能博见。,《论衡·卷十三·别通篇》
谁能书阁下，白首太玄经。,李白《侠客行》
赤甲白盐俱刺天，闾阎缭绕接山巅。,杜甫《夔州歌十绝句》
林下春晴风渐和，高崖残雪已无多。,王守仁《春晴》
杜鹃再拜忧天泪，精卫无穷填海心。,黄遵宪《赠梁任父母同年 / 题梁任父同年》
欲持一瓢酒，远慰风雨夕。,韦应物《寄全椒山中道士》
些小吾曹州县吏，一枝一叶总关情。,郑燮《潍县署中画竹呈年伯包大中丞括 / 墨竹图题诗》
最是人间留不住，朱颜辞镜花辞树。,王国维《蝶恋花·阅尽天涯离别苦》
无约而请和者，谋也。,《孙子兵法·行军篇》
一身能擘两雕弧，虏骑千重只似无。,王维《少年行四首》
三月休听夜雨，如今不是催花。,张炎《清平乐·采芳人杳》
霜风渐欲作重阳，熠熠溪边野菊香。,苏轼《捕蝗至浮云岭山行疲苶有怀子由弟二首·其二》
桃李不言，下自成蹊；道旁苦李，为人所弃。,《幼学琼林·卷四·花木》
昨夜雨疏风骤，浓睡不消残酒。,李清照《如梦令·昨夜雨疏风骤》
衰世好信鬼，愚人好求福。,《论衡·卷二十五·解除篇》
夜夜除非，好梦留人睡。,范仲淹《苏幕遮·怀旧》
廉者憎贪，信者疾伪,《新唐书·列传·卷三十二》
士之耽兮，犹可说也。,佚名《氓》
知止而后有定，定而后能静，静而后能安，安而后能虑，虑而后能得。,《大学·第一章》
白锦无纹香烂漫，玉树琼葩堆雪。,丘处机《无俗念·灵虚宫梨花词》
黄四娘家花满蹊，千朵万朵压枝低。,杜甫《江畔独步寻花七绝句》
千门万户曈曈日，总把新桃换旧符。,王安石《元日》
尽前行者地步窄，向后看者眼界宽。,《格言联璧·持躬类》
青春几何时，黄鸟鸣不歇。,李白《江南春怀》
觉后不知明月上，满身花影倩人扶。,陆龟蒙《和袭美春夕酒醒》
绸缪束薪，三星在天。,佚名《绸缪》
战战兢兢，如临深渊，如履薄冰。,佚名《小旻》
取次花丛懒回顾，半缘修道半缘君。,元稹《离思五首·其四》
治大者不治细，成大功者不成小,《列子·杨朱》
放眼暮江千顷，中有离愁万斛，无处落征鸿。,杨炎正《水调歌头·把酒对斜日》
苏溪亭上草漫漫，谁倚东风十二阑。,戴叔伦《苏溪亭》
鹅，鹅，鹅，曲项向天歌。,骆宾王《咏鹅》
无处不伤心，轻尘在玉琴。,纳兰性德《菩萨蛮·萧萧几叶风兼雨》
故人不可见，新知万里外。,文天祥《端午即事》
马毛带雪汗气蒸，五花连钱旋作冰，幕中草檄砚水凝。,岑参《走马川行奉送出师西征 / 走马川行奉送封大夫出师西征》
高楼送客不能醉，寂寂寒江明月心。,王昌龄《芙蓉楼送辛渐二首》
知足之心，可用之以处境，不可用之以读书。,《围炉夜话·第一五九则》
宣城太守知不知，一丈毯，千两丝。,白居易《红线毯》
人命至重，有贵千金,《千金方·序·序》
家在梦中何日到，春来江上几人还？,卢纶《长安春望》
有风方起浪，无潮水自平。,《西游记·第七十五回》
饮散离亭西去，浮生长恨飘蓬。,徐昌图《临江仙·饮散离亭西去》
朱弦已为佳人绝，青眼聊因美酒横。,黄庭坚《登快阁》
人不可以无耻，无耻之耻，无耻矣。,《孟子·尽心章句上·第六节》
至乐无如读书，至要莫如教子。,《格言联璧·齐家类》
智欲圆而行欲方，胆欲大而心欲小。,《幼学琼林·卷三·人事》
口惠而实不至，怨菑及其身。,《礼记·表记》
君子不自大其事，不自尚其功,《礼记·表记》
刬却君山好，平铺湘水流。,李白《陪侍郎叔游洞庭醉后三首》
赵客缦胡缨，吴钩霜雪明。,李白《侠客行》
不可以一时之誉，断其为君子；不可以一时之谤，断其为小人。,《警世通言·卷四》
如何亡国恨，尽在大江东！,屈大均《秣陵》
父母之年，不可不知也。一则以喜，一则以惧。,《论语·里仁篇》
风雨送人来，风雨留人住。,游次公《卜算子·风雨送人来》
绿杨芳草长亭路。年少抛人容易去。,晏殊《玉楼春·春恨》
惜别伤离方寸乱。忘了临行，酒盏深和浅。,李清照《蝶恋花·泪湿罗衣脂粉满》
残酒忆荆高，燕赵悲歌事未消。,陈维崧《南乡子·邢州道上作》
韶华不为少年留，恨悠悠，几时休？,秦观《江城子·西城杨柳弄春柔》
世上岂无千里马，人中难得九方皋。,黄庭坚《过平舆怀李子先时在并州》
花明月暗笼轻雾，今宵好向郎边去。,李煜《菩萨蛮·花明月暗笼轻雾》
益者三友，损者三友。友直、友谅、友多闻，益矣；友便辟、友善柔、友便佞，损矣。,《论语·季氏篇》
阅尽天涯离别苦，不道归来，零落花如许。,王国维《蝶恋花·阅尽天涯离别苦》
红粉佳人休使老，风流浪子莫教贫。,《增广贤文·上集》
西园公子名无忌，南国佳人号莫愁。,韦庄《忆昔》
欢言得所憩，美酒聊共挥。,李白《下终南山过斛斯山人宿置酒》
玉阶生白露，夜久侵罗袜。,李白《玉阶怨》
莫嫌举世无知己，未有庸人不忌才。,查慎行《三闾祠》
身向云山那畔行，北风吹断马嘶声，深秋远塞若为情。,纳兰性德《浣溪沙·身向云山那畔行》
竭泽而渔，岂不获得？而明年无鱼；焚薮而田，岂不获得？而明年无兽。,《吕氏春秋·览·孝行览》
愿君多采撷，此物最相思。,王维《相思》
狂风落尽深红色，绿叶成阴子满枝。,杜牧《怅诗》
晴云轻漾，熏风无浪，开樽避暑争相向。,薛昂夫《西湖杂咏·夏》
马滑霜浓，不如休去，直是少人行。,周邦彦《少年游·并刀如水》
细雨斜风作晓寒。淡烟疏柳媚晴滩。,苏轼《浣溪沙·元丰七年十二月二十四日从泗州刘倩叔游南山》
山下出泉，蒙；君子以果行育德。,《易传·象传上·蒙》
归凤求凰意，寥寥不复闻。,杜甫《琴台》
一顾倾人城，再顾倾人国。,李延年《李延年歌》
满月飞明镜，归心折大刀。,杜甫《八月十五夜月二首》
试玉要烧三日满，辨材须待七年期。,白居易《放言五首·其三》
一念慈祥，可以酝酿两间和气；寸心洁白，可以昭垂百代清芬。,《菜根谭·概论》
五陵年少金市东，银鞍白马度春风。,李白《少年行二首》
好学近乎知。力行近乎仁。知耻近乎勇。,《中庸·第二十章》
莫笑贱贫夸富贵，共成枯骨两何如？,白居易《放言五首·其四》
碧云无渡碧天沉，是湖心，是侬心。,张惠言《江城子·填张春溪西湖竹枝词》
遇沉沉不语之士，且莫输心；见悻悻自好之人，应须防口。,《菜根谭·概论》
仁者爱万物，而智者备祸于未形，不仁不智，何以为国？,《史记·赵世家》
秋阴不散霜飞晚，留得枯荷听雨声。,李商隐《宿骆氏亭寄怀崔雍崔衮》
秋风清，秋月明，落叶聚还散，寒鸦栖复惊。,李白《三五七言 / 秋风词》
思牵今夜肠应直，雨冷香魂吊书客。,李贺《秋来》
与子同袍。,佚名《秦风·无衣》
钟鼓馔玉不足贵，但愿长醉不愿醒。,李白《将进酒》
父兄教子弟，必正其身以率子，无庸徒事言词也。,《围炉夜话·第三三则》
上善若水，水善利万物而不争。处眾人之所恶，故几於道。,《老子·道经·第八章》
星点点，月团团。倒流河汉入杯盘。,刘著《鹧鸪天·雪照山城玉指寒》
春水满四泽，夏云多奇峰。,陶渊明《四时》
昨夜秋风入汉关，朔云边月满西山。,严武《军城早秋》
柴门闻犬吠，风雪夜归人。,刘长卿《逢雪宿芙蓉山主人》
巧而好度，必节；勇而好同，必胜；知而好谦，必贤。,《荀子·仲尼》
请君试问东流水，别意与之谁短长。,李白《金陵酒肆留别》
凫胫虽短，续之则忧；鹤胫虽长，断之则悲。,《庄子·外篇·骈拇》
我亦且如常日醉，莫教弦管作离声。,欧阳修《别滁》
流水落花春去也，天上人间。,李煜《浪淘沙令·帘外雨潺潺》
舟遥遥以轻飏，风飘飘而吹衣。,陶渊明《归去来兮辞·并序》
花繁柳密处，拨得开，才是手段；风狂雨急时，立得定，方见脚根。,《小窗幽记·集醒篇》
子路、曾皙、冉有、公西华侍坐。,佚名《子路、曾皙、冉有、公西华侍坐》
潇湘何事等闲回，水碧沙明两岸苔。,钱起《归雁》
故音乐者，所以动荡血脉，通流精神而和正心也。,《史记·乐书》
月明人倚楼。,白居易《长相思·汴水流》
人去空流水，花飞半掩门。,秦观《南歌子·香墨弯弯画》
石壕村里夫妻别，泪比长生殿上多。,袁枚《马嵬》
挽弓当挽强，用箭当用长。,杜甫《前出塞九首》
岂知一夜秦楼客，偷看吴王苑内花。,李商隐《无题二首》
碧毯线头抽早稻，青罗裙带展新蒲。,白居易《春题湖上》
守恬淡以养道，处卑下以养德，去嗔怒以养性，薄滋味以养气。,《小窗幽记·集景篇》
月照城头乌半飞，霜凄万树风入衣。,李颀《琴歌》
男儿西北有神州，莫滴水西桥畔泪。,刘克庄《玉楼春·戏林推》
忘身辞凤阙，报国取龙庭。,王维《送赵都督赴代州得青字》
青青河畔草，郁郁园中柳。,佚名《青青河畔草》
不似秋光，只与离人照断肠。,苏轼《减字木兰花·春月》
茕茕白兔，东走西顾。,佚名《古艳歌》
烟水茫茫，千里斜阳暮。山无数。乱红如雨。,秦观《点绛唇·桃源》
料得年年肠断处，明月夜，短松冈。,苏轼《江城子·乙卯正月二十日夜记梦》
读陆游咏梅词，反其意而用之。,毛泽东《卜算子·咏梅》
马作的卢飞快，弓如霹雳弦惊。,辛弃疾《破阵子·为陈同甫赋壮词以寄之》
祖席离歌，长亭别宴。,晏殊《踏莎行·祖席离歌》
笃志而体，君子也。,《荀子·修身》
栖鸦流水点秋光，爱此萧疏树几行。,纪映淮《咏秋柳》
江南江北雪漫漫。遥知易水寒。,向子諲《阮郎归·绍兴乙卯大雪行鄱阳道中》
贤者以其昭昭，使人昭昭；今以其昏昏，使人昭昭。,《孟子·尽心章句下·第二十节》
秋侵人影瘦，霜染菊花肥。,《浮生六记·闺房记乐》
